timestamp,soil_moisture,temperature,humidity,rainfall_forecast,irrigation_action
2024-01-01 00:00:00,44.758475068298694,24.126129985137542,55.24181092104335,0.0,MEDIUM
2024-01-01 00:10:00,44.640517143071165,24.126732121123354,55.015457918546524,0.0,MEDIUM
2024-01-01 00:20:00,44.38694202459126,24.00840597125808,55.249517691864504,0.0,MEDIUM
2024-01-01 00:30:00,44.22974770951306,24.108533405082817,55.3261606886433,0.0,MEDIUM
2024-01-01 00:40:00,44.093483295111525,23.95942127092898,55.53143829747147,0.0,MEDIUM
2024-01-01 00:50:00,43.865336332739396,24.04504591149188,55.53194522149146,0.0,MEDIUM
2024-01-01 01:00:00,43.65699049425729,24.09245957797452,55.78550567214833,0.0,MEDIUM
2024-01-01 01:10:00,43.50700244473105,23.910114354272658,56.070745502688254,0.0,MEDIUM
2024-01-01 01:20:00,43.25246566930134,23.803908636424648,55.89315470987007,0.0,MEDIUM
2024-01-01 01:30:00,43.096604185517876,23.809705222776117,55.781696536028136,0.0,MEDIUM
2024-01-01 01:40:00,42.97454644586455,23.679691019546866,55.675692786043946,0.0,MEDIUM
2024-01-01 01:50:00,42.881426126255406,23.49661497350146,55.799549987790684,0.0,MEDIUM
2024-01-01 02:00:00,42.71988854303035,23.570657411626755,55.763758560940865,0.0,MEDIUM
2024-01-01 02:10:00,42.51275388104886,23.682402207601964,55.51241930000853,0.0,MEDIUM
2024-01-01 02:20:00,42.31656109536257,23.671763931013974,55.660405743154286,0.0,MEDIUM
2024-01-01 02:30:00,42.14820641493046,23.528640643225806,55.776433480193425,0.0,MEDIUM
2024-01-01 02:40:00,42.03268032734719,23.680816844324838,55.62899992629869,0.0,MEDIUM
2024-01-01 02:50:00,41.86883858145335,23.85653468932418,55.33922611545919,0.0,MEDIUM
2024-01-01 03:00:00,41.75765837587646,23.981301348781866,55.575303948621276,0.0,MEDIUM
2024-01-01 03:10:00,41.642755754653415,24.18074415484489,55.37065649598449,0.0,MEDIUM
2024-01-01 03:20:00,41.41862523909339,24.11250939589315,55.37676632667371,0.0,MEDIUM
2024-01-01 03:30:00,41.15080984413909,24.070181369100943,55.20947376147598,0.0,MEDIUM
